SowTreat	Cultivar	Block 	SowTreat	Plot 	SowingDate	ReadingDate 	DAS 	Unifoliate	Trifoliate
S5	Narrikup	3	S5	89	15/12/15	8/01/16	24.00	10	10
S5	Woogenellup	3	S5	90	15/12/15	8/01/16	24.00	10	10
S6	Denmark	1	S6	91	17/02/16	17/02/16	0.00	0	0
S6	Monti	1	S6	92	17/02/16	17/02/16	0.00	0	0
S6	Woogenellup	1	S6	93	17/02/16	17/02/16	0.00	0	0
S6	Leura	1	S6	94	17/02/16	17/02/16	0.00	0	0
S6	Antas 	1	S6	95	17/02/16	17/02/16	0.00	0	0
S6	Narrikup	1	S6	96	17/02/16	17/02/16	0.00	0	0
S6	Leura	2	S6	97	17/02/16	17/02/16	0.00	0	0
S6	Monti	2	S6	98	17/02/16	17/02/16	0.00	0	0
S6	Woogenellup	2	S6	99	17/02/16	17/02/16	0.00	0	0
S6	Denmark	2	S6	100	17/02/16	17/02/16	0.00	0	0
S6	Narrikup	2	S6	101	17/02/16	17/02/16	0.00	0	0
S6	Antas 	2	S6	102	17/02/16	17/02/16	0.00	0	0
S6	Woogenellup	3	S6	103	17/02/16	17/02/16	0.00	0	0
S6	Leura	3	S6	104	17/02/16	17/02/16	0.00	0	0
S6	Antas 	3	S6	105	17/02/16	17/02/16	0.00	0	0
S6	Denmark	3	S6	106	17/02/16	17/02/16	0.00	0	0
S6	Narrikup	3	S6	107	17/02/16	17/02/16	0.00	0	0
S6	Monti	3	S6	108	17/02/16	17/02/16	0.00	0	0
S6	Denmark	1	S6	91	17/02/16	2/03/16	14.00	10	4
S6	Monti	1	S6	92	17/02/16	2/03/16	14.00	10	3
S6	Woogenellup	1	S6	93	17/02/16	2/03/16	14.00	10	3
S6	Leura	1	S6	94	17/02/16	2/03/16	14.00	10	4
S6	Antas 	1	S6	95	17/02/16	2/03/16	14.00	10	5
S6	Narrikup	1	S6	96	17/02/16	2/03/16	14.00	10	4
S6	Leura	2	S6	97	17/02/16	2/03/16	14.00	10	4
S6	Monti	2	S6	98	17/02/16	2/03/16	14.00	10	4
S6	Woogenellup	2	S6	99	17/02/16	2/03/16	14.00	10	4
S6	Denmark	2	S6	100	17/02/16	2/03/16	14.00	10	4
S6	Narrikup	2	S6	101	17/02/16	2/03/16	14.00	10	4
S6	Antas 	2	S6	102	17/02/16	2/03/16	14.00	10	5
S6	Woogenellup	3	S6	103	17/02/16	2/03/16	14.00	10	4
S6	Leura	3	S6	104	17/02/16	2/03/16	14.00	10	3
S6	Antas 	3	S6	105	17/02/16	2/03/16	14.00	10	6
S6	Denmark	3	S6	106	17/02/16	2/03/16	14.00	10	6
S6	Narrikup	3	S6	107	17/02/16	2/03/16	14.00	10	5
S6	Monti	3	S6	108	17/02/16	2/03/16	14.00	10	5
S6	Denmark	1	S6	91	17/02/16	4/03/16	16.00	10	9
S6	Monti	1	S6	92	17/02/16	4/03/16	16.00	10	6
S6	Woogenellup	1	S6	93	17/02/16	4/03/16	16.00	10	6
S6	Leura	1	S6	94	17/02/16	4/03/16	16.00	10	10
S6	Antas 	1	S6	95	17/02/16	4/03/16	16.00	10	9
S6	Narrikup	1	S6	96	17/02/16	4/03/16	16.00	10	9
S6	Leura	2	S6	97	17/02/16	4/03/16	16.00	10	10
S6	Monti	2	S6	98	17/02/16	4/03/16	16.00	10	9
S6	Woogenellup	2	S6	99	17/02/16	4/03/16	16.00	10	9
S6	Denmark	2	S6	100	17/02/16	4/03/16	16.00	10	10
S6	Narrikup	2	S6	101	17/02/16	4/03/16	16.00	10	9
S6	Antas 	2	S6	102	17/02/16	4/03/16	16.00	10	9
S6	Woogenellup	3	S6	103	17/02/16	4/03/16	16.00	10	10
S6	Leura	3	S6	104	17/02/16	4/03/16	16.00	10	10
S6	Antas 	3	S6	105	17/02/16	4/03/16	16.00	10	9
S6	Denmark	3	S6	106	17/02/16	4/03/16	16.00	10	10
S6	Narrikup	3	S6	107	17/02/16	4/03/16	16.00	10	10
S6	Monti	3	S6	108	17/02/16	4/03/16	16.00	10	9
S6	Denmark	1	S6	91	17/02/16	8/03/16	20.00	10	10
S6	Monti	1	S6	92	17/02/16	8/03/16	20.00	10	6
S6	Woogenellup	1	S6	93	17/02/16	8/03/16	20.00	10	10
S6	Leura	1	S6	94	17/02/16	8/03/16	20.00	10	9
S6	Antas 	1	S6	95	17/02/16	8/03/16	20.00	10	9
S6	Narrikup	1	S6	96	17/02/16	8/03/16	20.00	10	10
S6	Leura	2	S6	97	17/02/16	8/03/16	20.00	10	8
S6	Monti	2	S6	98	17/02/16	8/03/16	20.00	10	8
S6	Woogenellup	2	S6	99	17/02/16	8/03/16	20.00	10	10
S6	Denmark	2	S6	100	17/02/16	8/03/16	20.00	10	9
S6	Narrikup	2	S6	101	17/02/16	8/03/16	20.00	10	7
S6	Antas 	2	S6	102	17/02/16	8/03/16	20.00	10	9
S6	Woogenellup	3	S6	103	17/02/16	8/03/16	20.00	10	10
S6	Leura	3	S6	104	17/02/16	8/03/16	20.00	10	10
S6	Antas 	3	S6	105	17/02/16	8/03/16	20.00	10	10
S6	Denmark	3	S6	106	17/02/16	8/03/16	20.00	10	10
S6	Narrikup	3	S6	107	17/02/16	8/03/16	20.00	10	7
S6	Monti	3	S6	108	17/02/16	8/03/16	20.00	10	6
S6	Denmark	1	S6	91	17/02/16	15/03/16	27.00	10	10
S6	Monti	1	S6	92	17/02/16	15/03/16	27.00	10	10
S6	Woogenellup	1	S6	93	17/02/16	15/03/16	27.00	10	10
S6	Leura	1	S6	94	17/02/16	15/03/16	27.00	9	8
S6	Antas 	1	S6	95	17/02/16	15/03/16	27.00	10	10
S6	Narrikup	1	S6	96	17/02/16	15/03/16	27.00	10	10
S6	Leura	2	S6	97	17/02/16	15/03/16	27.00	10	10
S6	Monti	2	S6	98	17/02/16	15/03/16	27.00	10	10
S6	Woogenellup	2	S6	99	17/02/16	15/03/16	27.00	10	10
S6	Denmark	2	S6	100	17/02/16	15/03/16	27.00	10	10
S6	Narrikup	2	S6	101	17/02/16	15/03/16	27.00	10	10
S6	Antas 	2	S6	102	17/02/16	15/03/16	27.00	10	10
S6	Woogenellup	3	S6	103	17/02/16	15/03/16	27.00	10	10
S6	Leura	3	S6	104	17/02/16	15/03/16	27.00	10	10
S6	Antas 	3	S6	105	17/02/16	15/03/16	27.00	10	10
S6	Denmark	3	S6	106	17/02/16	15/03/16	27.00	10	10
S6	Narrikup	3	S6	107	17/02/16	15/03/16	27.00	10	9
S6	Monti	3	S6	108	17/02/16	15/03/16	27.00	10	10
S6	Denmark	1	S6	91	17/02/16	20/03/16	32.00	10	10
S6	Monti	1	S6	92	17/02/16	20/03/16	32.00	10	10
S6	Woogenellup	1	S6	93	17/02/16	20/03/16	32.00	10	10
S6	Leura	1	S6	94	17/02/16	20/03/16	32.00	10	10
S6	Antas 	1	S6	95	17/02/16	20/03/16	32.00	10	10
S6	Narrikup	1	S6	96	17/02/16	20/03/16	32.00	10	10
S6	Leura	2	S6	97	17/02/16	20/03/16	32.00	10	10
S6	Monti	2	S6	98	17/02/16	20/03/16	32.00	10	10
S6	Woogenellup	2	S6	99	17/02/16	20/03/16	32.00	10	10
S6	Denmark	2	S6	100	17/02/16	20/03/16	32.00	10	10
S6	Narrikup	2	S6	101	17/02/16	20/03/16	32.00	10	10
S6	Antas 	2	S6	102	17/02/16	20/03/16	32.00	10	10
S6	Woogenellup	3	S6	103	17/02/16	20/03/16	32.00	10	10
S6	Leura	3	S6	104	17/02/16	20/03/16	32.00	10	10
S6	Antas 	3	S6	105	17/02/16	20/03/16	32.00	10	10
S6	Denmark	3	S6	106	17/02/16	20/03/16	32.00	10	10
S6	Narrikup	3	S6	107	17/02/16	20/03/16	32.00	10	10
S6	Monti	3	S6	108	17/02/16	20/03/16	32.00	10	10
S7	Denmark	1	S7	109	15/03/16	15/03/16	0.00	0	0
S7	Antas 	1	S7	110	15/03/16	15/03/16	0.00	0	0
S7	Woogenellup	1	S7	111	15/03/16	15/03/16	0.00	0	0
S7	Leura	1	S7	112	15/03/16	15/03/16	0.00	0	0
S7	Narrikup	1	S7	113	15/03/16	15/03/16	0.00	0	0
S7	Monti	1	S7	114	15/03/16	15/03/16	0.00	0	0
S7	Woogenellup	2	S7	115	15/03/16	15/03/16	0.00	0	0
S7	Leura	2	S7	116	15/03/16	15/03/16	0.00	0	0
S7	Narrikup	2	S7	117	15/03/16	15/03/16	0.00	0	0
S7	Antas 	2	S7	118	15/03/16	15/03/16	0.00	0	0
S7	Denmark	2	S7	119	15/03/16	15/03/16	0.00	0	0
S7	Monti	2	S7	120	15/03/16	15/03/16	0.00	0	0
S7	Leura	3	S7	121	15/03/16	15/03/16	0.00	0	0
S7	Woogenellup	3	S7	122	15/03/16	15/03/16	0.00	0	0
S7	Antas 	3	S7	123	15/03/16	15/03/16	0.00	0	0
S7	Monti	3	S7	124	15/03/16	15/03/16	0.00	0	0
S7	Narrikup	3	S7	125	15/03/16	15/03/16	0.00	0	0
S7	Denmark	3	S7	126	15/03/16	15/03/16	0.00	0	0
S7	Denmark	1	S7	109	15/03/16	20/03/16	5.00	0	0
S7	Antas 	1	S7	110	15/03/16	20/03/16	5.00	0	0
S7	Woogenellup	1	S7	111	15/03/16	20/03/16	5.00	0	0
S7	Leura	1	S7	112	15/03/16	20/03/16	5.00	0	0
S7	Narrikup	1	S7	113	15/03/16	20/03/16	5.00	0	0
S7	Monti	1	S7	114	15/03/16	20/03/16	5.00	0	0
S7	Woogenellup	2	S7	115	15/03/16	20/03/16	5.00	0	0
S7	Leura	2	S7	116	15/03/16	20/03/16	5.00	0	0
S7	Narrikup	2	S7	117	15/03/16	20/03/16	5.00	0	0
S7	Antas 	2	S7	118	15/03/16	20/03/16	5.00	0	0
S7	Denmark	2	S7	119	15/03/16	20/03/16	5.00	0	0
S7	Monti	2	S7	120	15/03/16	20/03/16	5.00	0	0
S7	Leura	3	S7	121	15/03/16	20/03/16	5.00	0	0
S7	Woogenellup	3	S7	122	15/03/16	20/03/16	5.00	0	0
S7	Antas 	3	S7	123	15/03/16	20/03/16	5.00	0	0
S7	Monti	3	S7	124	15/03/16	20/03/16	5.00	0	0
S7	Narrikup	3	S7	125	15/03/16	20/03/16	5.00	0	0
S7	Denmark	3	S7	126	15/03/16	20/03/16	5.00	0	0
S7	Denmark	1	S7	109	15/03/16	24/03/16	9.00	0	0
S7	Antas 	1	S7	110	15/03/16	24/03/16	9.00	0	0
S7	Woogenellup	1	S7	111	15/03/16	24/03/16	9.00	0	0
S7	Leura	1	S7	112	15/03/16	24/03/16	9.00	0	0
S7	Narrikup	1	S7	113	15/03/16	24/03/16	9.00	0	0
S7	Monti	1	S7	114	15/03/16	24/03/16	9.00	0	0
S7	Woogenellup	2	S7	115	15/03/16	24/03/16	9.00	0	0
S7	Leura	2	S7	116	15/03/16	24/03/16	9.00	0	0
S7	Narrikup	2	S7	117	15/03/16	24/03/16	9.00	0	0
S7	Antas 	2	S7	118	15/03/16	24/03/16	9.00	0	0
S7	Denmark	2	S7	119	15/03/16	24/03/16	9.00	0	0
S7	Monti	2	S7	120	15/03/16	24/03/16	9.00	0	0
S7	Leura	3	S7	121	15/03/16	24/03/16	9.00	0	0
S7	Woogenellup	3	S7	122	15/03/16	24/03/16	9.00	0	0
S7	Antas 	3	S7	123	15/03/16	24/03/16	9.00	0	0
S7	Monti	3	S7	124	15/03/16	24/03/16	9.00	0	0
S7	Narrikup	3	S7	125	15/03/16	24/03/16	9.00	0	0
S7	Denmark	3	S7	126	15/03/16	24/03/16	9.00	0	0
S7	Denmark	1	S7	109	15/03/16	31/03/16	16.00	10	8
S7	Antas 	1	S7	110	15/03/16	31/03/16	16.00	10	7
S7	Woogenellup	1	S7	111	15/03/16	31/03/16	16.00	10	5
S7	Leura	1	S7	112	15/03/16	31/03/16	16.00	10	8
S7	Narrikup	1	S7	113	15/03/16	31/03/16	16.00	10	7
S7	Monti	1	S7	114	15/03/16	31/03/16	16.00	10	6
S7	Woogenellup	2	S7	115	15/03/16	31/03/16	16.00	10	9
S7	Leura	2	S7	116	15/03/16	31/03/16	16.00	10	6
S7	Narrikup	2	S7	117	15/03/16	31/03/16	16.00	10	9
S7	Antas 	2	S7	118	15/03/16	31/03/16	16.00	10	2
S7	Denmark	2	S7	119	15/03/16	31/03/16	16.00	10	10
S7	Monti	2	S7	120	15/03/16	31/03/16	16.00	10	10
S7	Leura	3	S7	121	15/03/16	31/03/16	16.00	10	9
S7	Woogenellup	3	S7	122	15/03/16	31/03/16	16.00	10	8
S7	Antas 	3	S7	123	15/03/16	31/03/16	16.00	10	3
S7	Monti	3	S7	124	15/03/16	31/03/16	16.00	10	8
S7	Narrikup	3	S7	125	15/03/16	31/03/16	16.00	10	7
S7	Denmark	3	S7	126	15/03/16	31/03/16	16.00	10	9
S7	Denmark	1	S7	109	15/03/16	7/04/16	23.00	10	10
S7	Antas 	1	S7	110	15/03/16	7/04/16	23.00	10	10
S7	Woogenellup	1	S7	111	15/03/16	7/04/16	23.00	10	10
S7	Leura	1	S7	112	15/03/16	7/04/16	23.00	10	10
S7	Narrikup	1	S7	113	15/03/16	7/04/16	23.00	10	10
S7	Monti	1	S7	114	15/03/16	7/04/16	23.00	10	10
S7	Woogenellup	2	S7	115	15/03/16	7/04/16	23.00	10	10
S7	Leura	2	S7	116	15/03/16	7/04/16	23.00	10	10
S7	Narrikup	2	S7	117	15/03/16	7/04/16	23.00	10	10
S7	Antas 	2	S7	118	15/03/16	7/04/16	23.00	10	10
S7	Denmark	2	S7	119	15/03/16	7/04/16	23.00	10	10
S7	Monti	2	S7	120	15/03/16	7/04/16	23.00	10	10
S7	Leura	3	S7	121	15/03/16	7/04/16	23.00	10	10
S7	Woogenellup	3	S7	122	15/03/16	7/04/16	23.00	10	10
S7	Antas 	3	S7	123	15/03/16	7/04/16	23.00	10	10
S7	Monti	3	S7	124	15/03/16	7/04/16	23.00	10	10
S7	Narrikup	3	S7	125	15/03/16	7/04/16	23.00	10	10
S7	Denmark	3	S7	126	15/03/16	7/04/16	23.00	10	10
S7	Denmark	1	S7	109	15/03/16	14/04/16	30.00	10	10
S7	Antas 	1	S7	110	15/03/16	14/04/16	30.00	10	10
S7	Woogenellup	1	S7	111	15/03/16	14/04/16	30.00	10	10
S7	Leura	1	S7	112	15/03/16	14/04/16	30.00	10	10
S7	Narrikup	1	S7	113	15/03/16	14/04/16	30.00	10	10
S7	Monti	1	S7	114	15/03/16	14/04/16	30.00	10	10
S7	Woogenellup	2	S7	115	15/03/16	14/04/16	30.00	10	10
S7	Leura	2	S7	116	15/03/16	14/04/16	30.00	10	10
S7	Narrikup	2	S7	117	15/03/16	14/04/16	30.00	10	10
S7	Antas 	2	S7	118	15/03/16	14/04/16	30.00	10	10
S7	Denmark	2	S7	119	15/03/16	14/04/16	30.00	10	10
S7	Monti	2	S7	120	15/03/16	14/04/16	30.00	10	10
S7	Leura	3	S7	121	15/03/16	14/04/16	30.00	10	10
S7	Woogenellup	3	S7	122	15/03/16	14/04/16	30.00	10	10
S7	Antas 	3	S7	123	15/03/16	14/04/16	30.00	10	10
S7	Monti	3	S7	124	15/03/16	14/04/16	30.00	10	10
S7	Narrikup	3	S7	125	15/03/16	14/04/16	30.00	10	10
S7	Denmark	3	S7	126	15/03/16	14/04/16	30.00	10	10
S7	Denmark	1	S7	109	15/03/16	21/04/16	37.00	10	10
S7	Antas 	1	S7	110	15/03/16	21/04/16	37.00	10	10
S7	Woogenellup	1	S7	111	15/03/16	21/04/16	37.00	10	10
S7	Leura	1	S7	112	15/03/16	21/04/16	37.00	10	10
S7	Narrikup	1	S7	113	15/03/16	21/04/16	37.00	10	10
S7	Monti	1	S7	114	15/03/16	21/04/16	37.00	10	10
S7	Woogenellup	2	S7	115	15/03/16	21/04/16	37.00	10	10
S7	Leura	2	S7	116	15/03/16	21/04/16	37.00	10	10
S7	Narrikup	2	S7	117	15/03/16	21/04/16	37.00	10	10
S7	Antas 	2	S7	118	15/03/16	21/04/16	37.00	10	10
S7	Denmark	2	S7	119	15/03/16	21/04/16	37.00	10	10
S7	Monti	2	S7	120	15/03/16	21/04/16	37.00	10	10
S7	Leura	3	S7	121	15/03/16	21/04/16	37.00	10	10
S7	Woogenellup	3	S7	122	15/03/16	21/04/16	37.00	10	10
S7	Antas 	3	S7	123	15/03/16	21/04/16	37.00	10	10
S7	Monti	3	S7	124	15/03/16	21/04/16	37.00	10	10
S7	Narrikup	3	S7	125	15/03/16	21/04/16	37.00	10	10
S7	Denmark	3	S7	126	15/03/16	21/04/16	37.00	10	10
S7	Denmark	1	S7	109	15/03/16	28/04/16	44.00	10	10
S7	Antas 	1	S7	110	15/03/16	28/04/16	44.00	10	10
S7	Woogenellup	1	S7	111	15/03/16	28/04/16	44.00	10	10
S7	Leura	1	S7	112	15/03/16	28/04/16	44.00	10	10
S7	Narrikup	1	S7	113	15/03/16	28/04/16	44.00	10	10
S7	Monti	1	S7	114	15/03/16	28/04/16	44.00	10	10
S7	Woogenellup	2	S7	115	15/03/16	28/04/16	44.00	10	10
S7	Leura	2	S7	116	15/03/16	28/04/16	44.00	10	10
S7	Narrikup	2	S7	117	15/03/16	28/04/16	44.00	10	10
S7	Antas 	2	S7	118	15/03/16	28/04/16	44.00	10	10
S7	Denmark	2	S7	119	15/03/16	28/04/16	44.00	10	10
S7	Monti	2	S7	120	15/03/16	28/04/16	44.00	10	10
S7	Leura	3	S7	121	15/03/16	28/04/16	44.00	10	10
S7	Woogenellup	3	S7	122	15/03/16	28/04/16	44.00	10	10
S7	Antas 	3	S7	123	15/03/16	28/04/16	44.00	10	10
S7	Monti	3	S7	124	15/03/16	28/04/16	44.00	10	10
S7	Narrikup	3	S7	125	15/03/16	28/04/16	44.00	10	10
S7	Denmark	3	S7	126	15/03/16	28/04/16	44.00	10	10
S8	Antas 	1	S8	127	4/05/16	4/05/16	0.00	0	0
S8	Leura	1	S8	128	4/05/16	4/05/16	0.00	0	0
S8	Denmark	1	S8	129	4/05/16	4/05/16	0.00	0	0
S8	Monti	1	S8	130	4/05/16	4/05/16	0.00	0	0
S8	Narrikup	1	S8	131	4/05/16	4/05/16	0.00	0	0
S8	Woogenellup	1	S8	132	4/05/16	4/05/16	0.00	0	0
S8	Denmark	2	S8	133	4/05/16	4/05/16	0.00	0	0
S8	Woogenellup	2	S8	134	4/05/16	4/05/16	0.00	0	0
S8	Narrikup	2	S8	135	4/05/16	4/05/16	0.00	0	0
S8	Leura	2	S8	136	4/05/16	4/05/16	0.00	0	0
S8	Monti	2	S8	137	4/05/16	4/05/16	0.00	0	0
S8	Antas 	2	S8	138	4/05/16	4/05/16	0.00	0	0
S8	Leura	3	S8	139	4/05/16	4/05/16	0.00	0	0
S8	Monti	3	S8	140	4/05/16	4/05/16	0.00	0	0
S8	Woogenellup	3	S8	141	4/05/16	4/05/16	0.00	0	0
S8	Antas 	3	S8	142	4/05/16	4/05/16	0.00	0	0
S8	Denmark	3	S8	143	4/05/16	4/05/16	0.00	0	0
S8	Narrikup	3	S8	144	4/05/16	4/05/16	0.00	0	0
S8	Antas 	1	S8	127	4/05/16	3/06/16	30.00	NA	0
S8	Leura	1	S8	128	4/05/16	3/06/16	30.00	NA	0
S8	Denmark	1	S8	129	4/05/16	3/06/16	30.00	NA	0
S8	Monti	1	S8	130	4/05/16	3/06/16	30.00	NA	0
S8	Narrikup	1	S8	131	4/05/16	3/06/16	30.00	NA	0
S8	Woogenellup	1	S8	132	4/05/16	3/06/16	30.00	NA	1
S8	Denmark	2	S8	133	4/05/16	3/06/16	30.00	NA	0
S8	Woogenellup	2	S8	134	4/05/16	3/06/16	30.00	NA	1
S8	Narrikup	2	S8	135	4/05/16	3/06/16	30.00	NA	0
S8	Leura	2	S8	136	4/05/16	3/06/16	30.00	NA	1
S8	Monti	2	S8	137	4/05/16	3/06/16	30.00	NA	2
S8	Antas 	2	S8	138	4/05/16	3/06/16	30.00	NA	1
S8	Leura	3	S8	139	4/05/16	3/06/16	30.00	NA	0
S8	Monti	3	S8	140	4/05/16	3/06/16	30.00	NA	3
S8	Woogenellup	3	S8	141	4/05/16	3/06/16	30.00	NA	1
S8	Antas 	3	S8	142	4/05/16	3/06/16	30.00	NA	0
S8	Denmark	3	S8	143	4/05/16	3/06/16	30.00	NA	1
S8	Narrikup	3	S8	144	4/05/16	3/06/16	30.00	NA	0
S8	Antas 	1	S8	127	4/05/16	7/06/16	34.00	NA	1
S8	Leura	1	S8	128	4/05/16	7/06/16	34.00	NA	0
S8	Denmark	1	S8	129	4/05/16	7/06/16	34.00	NA	0
S8	Monti	1	S8	130	4/05/16	7/06/16	34.00	NA	0
S8	Narrikup	1	S8	131	4/05/16	7/06/16	34.00	NA	2
S8	Woogenellup	1	S8	132	4/05/16	7/06/16	34.00	NA	0
S8	Denmark	2	S8	133	4/05/16	7/06/16	34.00	NA	3
S8	Woogenellup	2	S8	134	4/05/16	7/06/16	34.00	NA	6
S8	Narrikup	2	S8	135	4/05/16	7/06/16	34.00	NA	3
S8	Leura	2	S8	136	4/05/16	7/06/16	34.00	NA	4
S8	Monti	2	S8	137	4/05/16	7/06/16	34.00	NA	6
S8	Antas 	2	S8	138	4/05/16	7/06/16	34.00	NA	7
S8	Leura	3	S8	139	4/05/16	7/06/16	34.00	NA	1
S8	Monti	3	S8	140	4/05/16	7/06/16	34.00	NA	6
S8	Woogenellup	3	S8	141	4/05/16	7/06/16	34.00	NA	0
S8	Antas 	3	S8	142	4/05/16	7/06/16	34.00	NA	5
S8	Denmark	3	S8	143	4/05/16	7/06/16	34.00	NA	6
S8	Narrikup	3	S8	144	4/05/16	7/06/16	34.00	NA	4
S8	Antas 	1	S8	127	4/05/16	10/06/16	37.00	NA	3
S8	Leura	1	S8	128	4/05/16	10/06/16	37.00	NA	0
S8	Denmark	1	S8	129	4/05/16	10/06/16	37.00	NA	0
S8	Monti	1	S8	130	4/05/16	10/06/16	37.00	NA	7
S8	Narrikup	1	S8	131	4/05/16	10/06/16	37.00	NA	8
S8	Woogenellup	1	S8	132	4/05/16	10/06/16	37.00	NA	6
S8	Denmark	2	S8	133	4/05/16	10/06/16	37.00	NA	8
S8	Woogenellup	2	S8	134	4/05/16	10/06/16	37.00	NA	9
S8	Narrikup	2	S8	135	4/05/16	10/06/16	37.00	NA	7
S8	Leura	2	S8	136	4/05/16	10/06/16	37.00	NA	9
S8	Monti	2	S8	137	4/05/16	10/06/16	37.00	NA	7
S8	Antas 	2	S8	138	4/05/16	10/06/16	37.00	NA	9
S8	Leura	3	S8	139	4/05/16	10/06/16	37.00	NA	8
S8	Monti	3	S8	140	4/05/16	10/06/16	37.00	NA	9
S8	Woogenellup	3	S8	141	4/05/16	10/06/16	37.00	NA	9
S8	Antas 	3	S8	142	4/05/16	10/06/16	37.00	NA	10
S8	Denmark	3	S8	143	4/05/16	10/06/16	37.00	NA	9
S8	Narrikup	3	S8	144	4/05/16	10/06/16	37.00	NA	7
S8	Antas 	1	S8	127	4/05/16	17/06/16	44.00	10	8
S8	Leura	1	S8	128	4/05/16	17/06/16	44.00	10	7
S8	Denmark	1	S8	129	4/05/16	17/06/16	44.00	10	5
S8	Monti	1	S8	130	4/05/16	17/06/16	44.00	10	10
S8	Narrikup	1	S8	131	4/05/16	17/06/16	44.00	10	10
S8	Woogenellup	1	S8	132	4/05/16	17/06/16	44.00	10	9
S8	Denmark	2	S8	133	4/05/16	17/06/16	44.00	10	10
S8	Woogenellup	2	S8	134	4/05/16	17/06/16	44.00	10	10
S8	Narrikup	2	S8	135	4/05/16	17/06/16	44.00	10	10
S8	Leura	2	S8	136	4/05/16	17/06/16	44.00	10	9
S8	Monti	2	S8	137	4/05/16	17/06/16	44.00	10	10
S8	Antas 	2	S8	138	4/05/16	17/06/16	44.00	10	10
S8	Leura	3	S8	139	4/05/16	17/06/16	44.00	10	9
S8	Monti	3	S8	140	4/05/16	17/06/16	44.00	10	10
S8	Woogenellup	3	S8	141	4/05/16	17/06/16	44.00	10	10
S8	Antas 	3	S8	142	4/05/16	17/06/16	44.00	10	10
S8	Denmark	3	S8	143	4/05/16	17/06/16	44.00	10	9
S8	Antas 	1	S8	127	4/05/16	22/06/16	49.00	10	10
S8	Antas 	1	S8	127	4/05/16	22/06/16	49.00	10	9
S8	Leura	1	S8	128	4/05/16	22/06/16	49.00	10	8
S8	Denmark	1	S8	129	4/05/16	22/06/16	49.00	10	7
S8	Monti	1	S8	130	4/05/16	22/06/16	49.00	10	10
S8	Narrikup	1	S8	131	4/05/16	22/06/16	49.00	10	10
S8	Woogenellup	1	S8	132	4/05/16	22/06/16	49.00	10	10
S8	Denmark	2	S8	133	4/05/16	22/06/16	49.00	10	10
S8	Woogenellup	2	S8	134	4/05/16	22/06/16	49.00	10	10
S8	Narrikup	2	S8	135	4/05/16	22/06/16	49.00	10	10
S8	Leura	2	S8	136	4/05/16	22/06/16	49.00	10	10
S8	Monti	2	S8	137	4/05/16	22/06/16	49.00	10	10
S8	Antas 	2	S8	138	4/05/16	22/06/16	49.00	10	10
S8	Leura	3	S8	139	4/05/16	22/06/16	49.00	10	10
S8	Monti	3	S8	140	4/05/16	22/06/16	49.00	10	10
S8	Woogenellup	3	S8	141	4/05/16	22/06/16	49.00	10	10
S8	Antas 	3	S8	142	4/05/16	22/06/16	49.00	10	10
S8	Denmark	3	S8	143	4/05/16	22/06/16	49.00	10	10
S8	Narrikup	3	S8	144	4/05/16	22/06/16	49.00	10	10
S8	Antas 	1	S8	127	4/05/16	27/06/16	54.00	10	10
S8	Leura	1	S8	128	4/05/16	27/06/16	54.00	10	10
S8	Denmark	1	S8	129	4/05/16	27/06/16	54.00	10	10
S8	Monti	1	S8	130	4/05/16	27/06/16	54.00	10	10
S8	Narrikup	1	S8	131	4/05/16	27/06/16	54.00	10	10
S8	Woogenellup	1	S8	132	4/05/16	27/06/16	54.00	10	10
S8	Denmark	2	S8	133	4/05/16	27/06/16	54.00	10	10
S8	Woogenellup	2	S8	134	4/05/16	27/06/16	54.00	10	10
S8	Narrikup	2	S8	135	4/05/16	27/06/16	54.00	10	10
S8	Leura	2	S8	136	4/05/16	27/06/16	54.00	10	10
S8	Monti	2	S8	137	4/05/16	27/06/16	54.00	10	10
S8	Antas 	2	S8	138	4/05/16	27/06/16	54.00	10	10
S8	Leura	3	S8	139	4/05/16	27/06/16	54.00	10	10
S8	Monti	3	S8	140	4/05/16	27/06/16	54.00	10	10
S8	Woogenellup	3	S8	141	4/05/16	27/06/16	54.00	10	10
S8	Antas 	3	S8	142	4/05/16	27/06/16	54.00	10	10
S8	Denmark	3	S8	143	4/05/16	27/06/16	54.00	10	10
S8	Narrikup	3	S8	144	4/05/16	27/06/16	54.00	10	10
S8	Antas 	1	S8	127	4/05/16	27/06/16	54.00	10	10
S8	Leura	1	S8	128	4/05/16	27/06/16	54.00	10	10
S8	Denmark	1	S8	129	4/05/16	27/06/16	54.00	10	10
S8	Monti	1	S8	130	4/05/16	27/06/16	54.00	10	10
S8	Narrikup	1	S8	131	4/05/16	27/06/16	54.00	10	10
S8	Woogenellup	1	S8	132	4/05/16	27/06/16	54.00	10	10
S8	Denmark	2	S8	133	4/05/16	27/06/16	54.00	10	10
S8	Woogenellup	2	S8	134	4/05/16	27/06/16	54.00	10	10
S8	Narrikup	2	S8	135	4/05/16	27/06/16	54.00	10	10
S8	Leura	2	S8	136	4/05/16	27/06/16	54.00	10	10
S8	Monti	2	S8	137	4/05/16	27/06/16	54.00	10	10
S8	Antas 	2	S8	138	4/05/16	27/06/16	54.00	10	10
S8	Leura	3	S8	139	4/05/16	27/06/16	54.00	10	10
S8	Monti	3	S8	140	4/05/16	27/06/16	54.00	10	10
