Date	Plot	Variable	S1	S2	S3	S4	S5	Percent	Cultivar	SowingDate	SowingD	DAS
19/11/2015	31	Petal					1	20	Denmark	S2	28/07/2015	114
19/11/2015	31	Bur1						0	Denmark	S2	28/07/2015	114
19/11/2015	31	Bur2						0	Denmark	S2	28/07/2015	114
19/11/2015	32	Bud		1	1	1	1	80	Antas 	S2	28/07/2015	114
19/11/2015	32	Early	1		1		1	60	Antas 	S2	28/07/2015	114
19/11/2015	32	Open	1	1		1		60	Antas 	S2	28/07/2015	114
19/11/2015	32	Petal						0	Antas 	S2	28/07/2015	114
19/11/2015	32	Bur1						0	Antas 	S2	28/07/2015	114
19/11/2015	32	Bur2						0	Antas 	S2	28/07/2015	114
19/11/2015	33	Bud	1	1	1	1	1	100	Monti	S2	28/07/2015	114
19/11/2015	33	Early						0	Monti	S2	28/07/2015	114
19/11/2015	33	Open		1	1	1		60	Monti	S2	28/07/2015	114
19/11/2015	33	Petal	1	1	1		1	80	Monti	S2	28/07/2015	114
19/11/2015	33	Bur1	1	1		1	1	80	Monti	S2	28/07/2015	114
19/11/2015	33	Bur2						0	Monti	S2	28/07/2015	114
19/11/2015	34	Bud			1	1	1	60	Woogenellup	S2	28/07/2015	114
19/11/2015	34	Early	1					20	Woogenellup	S2	28/07/2015	114
19/11/2015	34	Open		1	1		1	60	Woogenellup	S2	28/07/2015	114
19/11/2015	34	Petal	1	1		1		60	Woogenellup	S2	28/07/2015	114
19/11/2015	34	Bur1				1		20	Woogenellup	S2	28/07/2015	114
19/11/2015	34	Bur2						0	Woogenellup	S2	28/07/2015	114
19/11/2015	35	Bud	1	1		1	1	80	Leura	S2	28/07/2015	114
19/11/2015	35	Early						0	Leura	S2	28/07/2015	114
19/11/2015	35	Open	1	1	1		1	80	Leura	S2	28/07/2015	114
19/11/2015	35	Petal			1	1	1	60	Leura	S2	28/07/2015	114
19/11/2015	35	Bur1	1					20	Leura	S2	28/07/2015	114
19/11/2015	35	Bur2						0	Leura	S2	28/07/2015	114
19/11/2015	36	Bud	1		1	1	1	80	Narrikup	S2	28/07/2015	114
19/11/2015	36	Early						0	Narrikup	S2	28/07/2015	114
19/11/2015	36	Open		1	1	1	1	80	Narrikup	S2	28/07/2015	114
19/11/2015	36	Petal	1	1				40	Narrikup	S2	28/07/2015	114
19/11/2015	36	Bur1	1	1	1		1	80	Narrikup	S2	28/07/2015	114
19/11/2015	36	Bur2						0	Narrikup	S2	28/07/2015	114
24/11/2015	19	Bud	1	1		1	1	80	Narrikup	S2	28/07/2015	119
24/11/2015	19	Early	0		1			20	Narrikup	S2	28/07/2015	119
24/11/2015	19	Open	1					20	Narrikup	S2	28/07/2015	119
24/11/2015	19	Petal	1	1		1	1	80	Narrikup	S2	28/07/2015	119
24/11/2015	19	Bur1	0	1		1	1	60	Narrikup	S2	28/07/2015	119
24/11/2015	19	Bur2	1				1	40	Narrikup	S2	28/07/2015	119
24/11/2015	20	Bud	1		1	1	1	80	Monti	S2	28/07/2015	119
24/11/2015	20	Early						0	Monti	S2	28/07/2015	119
24/11/2015	20	Open		1		1		40	Monti	S2	28/07/2015	119
24/11/2015	20	Petal	1	1			1	60	Monti	S2	28/07/2015	119
24/11/2015	20	Bur1	1		1	1	1	80	Monti	S2	28/07/2015	119
24/11/2015	20	Bur2		1				20	Monti	S2	28/07/2015	119
24/11/2015	21	Bud	1	1	1	1		80	Woogenellup	S2	28/07/2015	119
24/11/2015	21	Early					1	20	Woogenellup	S2	28/07/2015	119
24/11/2015	21	Open			1			20	Woogenellup	S2	28/07/2015	119
24/11/2015	21	Petal	1	1	1	1	0	80	Woogenellup	S2	28/07/2015	119
24/11/2015	21	Bur1	1	1			1	60	Woogenellup	S2	28/07/2015	119
24/11/2015	21	Bur2						0	Woogenellup	S2	28/07/2015	119
24/11/2015	22	Bud	1	1	1	1	1	100	Leura	S2	28/07/2015	119
24/11/2015	22	Early		0	0	0		0	Leura	S2	28/07/2015	119
24/11/2015	22	Open					1	20	Leura	S2	28/07/2015	119
24/11/2015	22	Petal	1	1	1	1	1	100	Leura	S2	28/07/2015	119
24/11/2015	22	Bur1		0	1	1	0	40	Leura	S2	28/07/2015	119
24/11/2015	22	Bur2						0	Leura	S2	28/07/2015	119
24/11/2015	23	Bud	1	1	1	1	1	100	Denmark	S2	28/07/2015	119
24/11/2015	23	Early		0	0		1	20	Denmark	S2	28/07/2015	119
24/11/2015	23	Open		1	1	0	0	40	Denmark	S2	28/07/2015	119
24/11/2015	23	Petal	1			1	1	60	Denmark	S2	28/07/2015	119
24/11/2015	23	Bur1	1			1		40	Denmark	S2	28/07/2015	119
24/11/2015	23	Bur2						0	Denmark	S2	28/07/2015	119
24/11/2015	24	Bud	1			1	1	60	Antas 	S2	28/07/2015	119
24/11/2015	24	Early	1	1				40	Antas 	S2	28/07/2015	119
24/11/2015	24	Open				1	1	40	Antas 	S2	28/07/2015	119
24/11/2015	24	Petal	1		1	1	1	80	Antas 	S2	28/07/2015	119
24/11/2015	24	Bur1		1				20	Antas 	S2	28/07/2015	119
24/11/2015	24	Bur2			1			20	Antas 	S2	28/07/2015	119
24/11/2015	25	Bud	1	1	1	1	1	100	Leura	S2	28/07/2015	119
24/11/2015	25	Early	1					20	Leura	S2	28/07/2015	119
24/11/2015	25	Open		0				0	Leura	S2	28/07/2015	119
24/11/2015	25	Petal	1	1	1	1	1	100	Leura	S2	28/07/2015	119
24/11/2015	25	Bur1		1	1		1	60	Leura	S2	28/07/2015	119
24/11/2015	25	Bur2						0	Leura	S2	28/07/2015	119
24/11/2015	26	Bud	1	1		1	1	80	Woogenellup	S2	28/07/2015	119
24/11/2015	26	Early		0	1			20	Woogenellup	S2	28/07/2015	119
24/11/2015	26	Open		1		1		40	Woogenellup	S2	28/07/2015	119
24/11/2015	26	Petal	1	1			1	60	Woogenellup	S2	28/07/2015	119
24/11/2015	26	Bur1			1			20	Woogenellup	S2	28/07/2015	119
24/11/2015	26	Bur2				1		20	Woogenellup	S2	28/07/2015	119
24/11/2015	27	Bud	1	1	1	1	1	100	Denmark	S2	28/07/2015	119
24/11/2015	27	Early			1			20	Denmark	S2	28/07/2015	119
24/11/2015	27	Open	1	1	0	1	1	80	Denmark	S2	28/07/2015	119
24/11/2015	27	Petal		0		1	1	40	Denmark	S2	28/07/2015	119
24/11/2015	27	Bur1	1	1	1			60	Denmark	S2	28/07/2015	119
24/11/2015	27	Bur2						0	Denmark	S2	28/07/2015	119
24/11/2015	28	Bud	1		0	1	1	60	Narrikup	S2	28/07/2015	119
24/11/2015	28	Early		1	1			40	Narrikup	S2	28/07/2015	119
24/11/2015	28	Open	1	1	0			40	Narrikup	S2	28/07/2015	119
24/11/2015	28	Petal	1	1	1	1	1	100	Narrikup	S2	28/07/2015	119
24/11/2015	28	Bur1			1	1	1	60	Narrikup	S2	28/07/2015	119
24/11/2015	28	Bur2						0	Narrikup	S2	28/07/2015	119
24/11/2015	29	Bud	1	1	1	1	1	100	Antas 	S2	28/07/2015	119
24/11/2015	29	Early			0			0	Antas 	S2	28/07/2015	119
24/11/2015	29	Open	1	1	1	1	1	100	Antas 	S2	28/07/2015	119
24/11/2015	29	Petal		1		1	1	60	Antas 	S2	28/07/2015	119
24/11/2015	29	Bur1	1		1			40	Antas 	S2	28/07/2015	119
24/11/2015	29	Bur2						0	Antas 	S2	28/07/2015	119
24/11/2015	30	Bud		1	1	0		40	Monti	S2	28/07/2015	119
24/11/2015	30	Early	1	1	1	1	1	100	Monti	S2	28/07/2015	119
24/11/2015	30	Open				1		20	Monti	S2	28/07/2015	119
24/11/2015	30	Petal	1	0	1	0	1	60	Monti	S2	28/07/2015	119
24/11/2015	30	Bur1	1	1	0	1	1	80	Monti	S2	28/07/2015	119
24/11/2015	30	Bur2					0	0	Monti	S2	28/07/2015	119
24/11/2015	31	Bud	0	1	1	1	1	80	Denmark	S2	28/07/2015	119
24/11/2015	31	Early	1	0	0		0	20	Denmark	S2	28/07/2015	119
24/11/2015	31	Open		1	1	1	1	80	Denmark	S2	28/07/2015	119
24/11/2015	31	Petal		1			0	20	Denmark	S2	28/07/2015	119
24/11/2015	31	Bur1						0	Denmark	S2	28/07/2015	119
24/11/2015	31	Bur2						0	Denmark	S2	28/07/2015	119
24/11/2015	32	Bud			1	1	1	60	Antas 	S2	28/07/2015	119
24/11/2015	32	Early	1	1			0	40	Antas 	S2	28/07/2015	119
24/11/2015	32	Open	1		1	1	1	80	Antas 	S2	28/07/2015	119
24/11/2015	32	Petal		1	1	1	1	80	Antas 	S2	28/07/2015	119
24/11/2015	32	Bur1						0	Antas 	S2	28/07/2015	119
24/11/2015	32	Bur2						0	Antas 	S2	28/07/2015	119
24/11/2015	33	Bud		0	1	1	0	40	Monti	S2	28/07/2015	119
24/11/2015	33	Early	1	1			1	60	Monti	S2	28/07/2015	119
24/11/2015	33	Open		0	0	0	0	0	Monti	S2	28/07/2015	119
24/11/2015	33	Petal	1	1	1	1	1	100	Monti	S2	28/07/2015	119
24/11/2015	33	Bur1	0	1	1	0	0	40	Monti	S2	28/07/2015	119
24/11/2015	33	Bur2				0		0	Monti	S2	28/07/2015	119
24/11/2015	34	Bud	1	1	0	0	1	60	Woogenellup	S2	28/07/2015	119
24/11/2015	34	Early			1	1	1	60	Woogenellup	S2	28/07/2015	119
24/11/2015	34	Open	1	1	1	1	0	80	Woogenellup	S2	28/07/2015	119
24/11/2015	34	Petal		1		0	1	40	Woogenellup	S2	28/07/2015	119
24/11/2015	34	Bur1	1	1		1		60	Woogenellup	S2	28/07/2015	119
24/11/2015	34	Bur2						0	Woogenellup	S2	28/07/2015	119
24/11/2015	35	Bud	1	1		1	1	80	Leura	S2	28/07/2015	119
24/11/2015	35	Early				1	1	40	Leura	S2	28/07/2015	119
24/11/2015	35	Open	1		1		0	40	Leura	S2	28/07/2015	119
24/11/2015	35	Petal	1	1	1	0	1	80	Leura	S2	28/07/2015	119
24/11/2015	35	Bur1			1	1		40	Leura	S2	28/07/2015	119
24/11/2015	35	Bur2						0	Leura	S2	28/07/2015	119
24/11/2015	36	Bud			1	1	1	60	Narrikup	S2	28/07/2015	119
24/11/2015	36	Early	1	1				40	Narrikup	S2	28/07/2015	119
24/11/2015	36	Open			1	1		40	Narrikup	S2	28/07/2015	119
24/11/2015	36	Petal		1	1	1	1	80	Narrikup	S2	28/07/2015	119
24/11/2015	36	Bur1	1	1	1	1	1	100	Narrikup	S2	28/07/2015	119
24/11/2015	36	Bur2	1					20	Narrikup	S2	28/07/2015	119
20/11/2015	37	Bud	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	37	Early	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	37	Open	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	37	Petal	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	37	Bur1	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	37	Bur2	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	38	Bud	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	38	Early	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	38	Open	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	38	Petal	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	38	Bur1	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	38	Bur2	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	39	Bud	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	39	Early	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	39	Open	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	39	Petal	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	39	Bur1	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	39	Bur2	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	40	Bud	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	40	Early	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	40	Open	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	40	Petal	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	40	Bur1	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	40	Bur2	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	41	Bud	1		1	1	1	80	Narrikup	S3	15/09/2015	66
20/11/2015	41	Early		1				20	Narrikup	S3	15/09/2015	66
20/11/2015	41	Open			1			20	Narrikup	S3	15/09/2015	66
20/11/2015	41	Petal						0	Narrikup	S3	15/09/2015	66
20/11/2015	41	Bur1						0	Narrikup	S3	15/09/2015	66
20/11/2015	41	Bur2						0	Narrikup	S3	15/09/2015	66
20/11/2015	42	Bud	0		1	1		40	Monti	S3	15/09/2015	66
20/11/2015	42	Early	0	1			0	20	Monti	S3	15/09/2015	66
20/11/2015	42	Open		0			0	0	Monti	S3	15/09/2015	66
20/11/2015	42	Petal						0	Monti	S3	15/09/2015	66
20/11/2015	42	Bur1						0	Monti	S3	15/09/2015	66
20/11/2015	42	Bur2						0	Monti	S3	15/09/2015	66
20/11/2015	43	Bud	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	43	Early						0	Woogenellup	S3	15/09/2015	66
20/11/2015	43	Open						0	Woogenellup	S3	15/09/2015	66
20/11/2015	43	Petal						0	Woogenellup	S3	15/09/2015	66
20/11/2015	43	Bur1						0	Woogenellup	S3	15/09/2015	66
20/11/2015	43	Bur2						0	Woogenellup	S3	15/09/2015	66
20/11/2015	44	Bud	0					0	Leura	S3	15/09/2015	66
20/11/2015	44	Early						0	Leura	S3	15/09/2015	66
20/11/2015	44	Open						0	Leura	S3	15/09/2015	66
20/11/2015	44	Petal						0	Leura	S3	15/09/2015	66
20/11/2015	44	Bur1						0	Leura	S3	15/09/2015	66
20/11/2015	44	Bur2						0	Leura	S3	15/09/2015	66
20/11/2015	45	Bud	1	0	0	0	0	20	Narrikup	S3	15/09/2015	66
20/11/2015	45	Early						0	Narrikup	S3	15/09/2015	66
20/11/2015	45	Open						0	Narrikup	S3	15/09/2015	66
20/11/2015	45	Petal						0	Narrikup	S3	15/09/2015	66
20/11/2015	45	Bur1						0	Narrikup	S3	15/09/2015	66
20/11/2015	45	Bur2						0	Narrikup	S3	15/09/2015	66
20/11/2015	46	Bud	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	46	Early						0	Antas 	S3	15/09/2015	66
20/11/2015	46	Open						0	Antas 	S3	15/09/2015	66
20/11/2015	46	Petal						0	Antas 	S3	15/09/2015	66
20/11/2015	46	Bur1						0	Antas 	S3	15/09/2015	66
20/11/2015	46	Bur2						0	Antas 	S3	15/09/2015	66
20/11/2015	47	Bud	0		 			0	Denmark	S3	15/09/2015	66
20/11/2015	47	Early						0	Denmark	S3	15/09/2015	66
20/11/2015	47	Open						0	Denmark	S3	15/09/2015	66
20/11/2015	47	Petal						0	Denmark	S3	15/09/2015	66
20/11/2015	47	Bur1						0	Denmark	S3	15/09/2015	66
20/11/2015	47	Bur2						0	Denmark	S3	15/09/2015	66
20/11/2015	48	Bud	1			1		40	Monti	S3	15/09/2015	66
20/11/2015	48	Early		1			0	20	Monti	S3	15/09/2015	66
20/11/2015	48	Open			0			0	Monti	S3	15/09/2015	66
20/11/2015	48	Petal						0	Monti	S3	15/09/2015	66
20/11/2015	48	Bur1						0	Monti	S3	15/09/2015	66
20/11/2015	48	Bur2						0	Monti	S3	15/09/2015	66
20/11/2015	49	Bud	0	0	0	0	0	0	Leura	S3	15/09/2015	66
20/11/2015	49	Early						0	Leura	S3	15/09/2015	66
20/11/2015	49	Open						0	Leura	S3	15/09/2015	66
20/11/2015	49	Petal						0	Leura	S3	15/09/2015	66
20/11/2015	49	Bur1						0	Leura	S3	15/09/2015	66
20/11/2015	49	Bur2						0	Leura	S3	15/09/2015	66
20/11/2015	50	Bud	0	0	0	0	0	0	Woogenellup	S3	15/09/2015	66
20/11/2015	50	Early						0	Woogenellup	S3	15/09/2015	66
20/11/2015	50	Open						0	Woogenellup	S3	15/09/2015	66
20/11/2015	50	Petal						0	Woogenellup	S3	15/09/2015	66
20/11/2015	50	Bur1						0	Woogenellup	S3	15/09/2015	66
20/11/2015	50	Bur2						0	Woogenellup	S3	15/09/2015	66
20/11/2015	51	Bud	0	0	0	0	0	0	Antas 	S3	15/09/2015	66
20/11/2015	51	Early						0	Antas 	S3	15/09/2015	66
20/11/2015	51	Open						0	Antas 	S3	15/09/2015	66
20/11/2015	51	Petal						0	Antas 	S3	15/09/2015	66
20/11/2015	51	Bur1						0	Antas 	S3	15/09/2015	66
20/11/2015	51	Bur2						0	Antas 	S3	15/09/2015	66
20/11/2015	52	Bud	1	1		1	1	80	Monti	S3	15/09/2015	66
20/11/2015	52	Early	1		1	1		60	Monti	S3	15/09/2015	66
20/11/2015	52	Open		1				20	Monti	S3	15/09/2015	66
20/11/2015	52	Petal						0	Monti	S3	15/09/2015	66
20/11/2015	52	Bur1						0	Monti	S3	15/09/2015	66
20/11/2015	52	Bur2						0	Monti	S3	15/09/2015	66
20/11/2015	53	Bud	1		0	0	0	20	Narrikup	S3	15/09/2015	66
20/11/2015	53	Early		1				20	Narrikup	S3	15/09/2015	66
20/11/2015	53	Open	1					20	Narrikup	S3	15/09/2015	66
20/11/2015	53	Petal						0	Narrikup	S3	15/09/2015	66
20/11/2015	53	Bur1						0	Narrikup	S3	15/09/2015	66
20/11/2015	53	Bur2						0	Narrikup	S3	15/09/2015	66
20/11/2015	54	Bud	0	0	0	0	0	0	Denmark	S3	15/09/2015	66
20/11/2015	54	Early						0	Denmark	S3	15/09/2015	66
20/11/2015	54	Open						0	Denmark	S3	15/09/2015	66
20/11/2015	54	Petal						0	Denmark	S3	15/09/2015	66
20/11/2015	54	Bur1						0	Denmark	S3	15/09/2015	66
20/11/2015	54	Bur2						0	Denmark	S3	15/09/2015	66
23/11/2015	1	Bud	o	1	o	o	1	40	Antas 	S1	24/06/2015	152
23/11/2015	1	Early	0	0	0	0	0	0	Antas 	S1	24/06/2015	152
23/11/2015	1	Open	o	1	1	1	1	80	Antas 	S1	24/06/2015	152
23/11/2015	1	Petal	1	1	o	o	o	40	Antas 	S1	24/06/2015	152
23/11/2015	1	Bur1	1	1	o	o	o	40	Antas 	S1	24/06/2015	152
23/11/2015	1	Bur2	1	0	0	0	0	20	Antas 	S1	24/06/2015	152
23/11/2015	2	Bud	1	o	o	o	o	20	Monti	S1	24/06/2015	152
23/11/2015	2	Early	1	1	1	1	0	80	Monti	S1	24/06/2015	152
23/11/2015	2	Open	0	0	0	0	0	0	Monti	S1	24/06/2015	152
23/11/2015	2	Petal	1	0	0	0	0	20	Monti	S1	24/06/2015	152
23/11/2015	2	Bur1	1	1	1	1	o	80	Monti	S1	24/06/2015	152
23/11/2015	2	Bur2	1	1	1	1	1	100	Monti	S1	24/06/2015	152
23/11/2015	3	Bud	0	0	0	0	0	0	Denmark	S1	24/06/2015	152
23/11/2015	3	Early	1	0	0	0	0	20	Denmark	S1	24/06/2015	152
23/11/2015	3	Open	1	1	1	1	o	80	Denmark	S1	24/06/2015	152
23/11/2015	3	Petal	1	0	0	0	0	20	Denmark	S1	24/06/2015	152
23/11/2015	3	Bur1	1	1	1	1	1	100	Denmark	S1	24/06/2015	152
23/11/2015	3	Bur2	1	1	1	1	o	80	Denmark	S1	24/06/2015	152
23/11/2015	4	Bud	1	0	0	0	0	20	Leura	S1	24/06/2015	152
23/11/2015	4	Early	o	o	o	o	1	20	Leura	S1	24/06/2015	152
23/11/2015	4	Open	o	1	1	o	1	60	Leura	S1	24/06/2015	152
23/11/2015	4	Petal	1	o	1	1	1	80	Leura	S1	24/06/2015	152
23/11/2015	4	Bur1	o	o	o	1	1	40	Leura	S1	24/06/2015	152
23/11/2015	4	Bur2	0	0	0	0	0	0	Leura	S1	24/06/2015	152
23/11/2015	5	Bud	0	0	0	0	0	0	Narrikup	S1	24/06/2015	152
23/11/2015	5	Early	1	o	1	0	0	40	Narrikup	S1	24/06/2015	152
23/11/2015	5	Open	o	1	0	0	0	20	Narrikup	S1	24/06/2015	152
23/11/2015	5	Petal	o	o	1	1	1	60	Narrikup	S1	24/06/2015	152
23/11/2015	5	Bur1	1	1	1			60	Narrikup	S1	24/06/2015	152
23/11/2015	5	Bur2	1	1	1	1	1	100	Narrikup	S1	24/06/2015	152
23/11/2015	5	Bud	1	o	1	1	1	80	Narrikup	S1	24/06/2015	152
23/11/2015	6	Early	o	o	1	o	1	40	Woogenellup	S1	24/06/2015	152
23/11/2015	6	Open	o	o	o	1	o	20	Woogenellup	S1	24/06/2015	152
23/11/2015	6	Petal	o	1	o	1	1	60	Woogenellup	S1	24/06/2015	152
23/11/2015	6	Bur1	1	1	1	o	o	60	Woogenellup	S1	24/06/2015	152
23/11/2015	6	Bur2	1	1	1	o	o	60	Woogenellup	S1	24/06/2015	152
23/11/2015	6	Bud	1	0	0	0	0	20	Woogenellup	S1	24/06/2015	152
23/11/2015	7	Early	1	o	1	1	o	60	Antas 	S1	24/06/2015	152
23/11/2015	7	Open	o	o	o	o	1	20	Antas 	S1	24/06/2015	152
23/11/2015	7	Petal	1	1	1	1	1	100	Antas 	S1	24/06/2015	152
23/11/2015	7	Bur1	o	o	o	1	1	40	Antas 	S1	24/06/2015	152
23/11/2015	7	Bur2	o	1	0	0	0	20	Antas 	S1	24/06/2015	152
23/11/2015	7	Bud	o	o	1	o	o	20	Antas 	S1	24/06/2015	152
23/11/2015	8	Early	o	o	o	1	1	40	Woogenellup	S1	24/06/2015	152
23/11/2015	8	Open	0	0	0	0	0	0	Woogenellup	S1	24/06/2015	152
23/11/2015	8	Petal	o	o	1	1	1	60	Woogenellup	S1	24/06/2015	152
23/11/2015	8	Bur1	o	o	1	o	o	20	Woogenellup	S1	24/06/2015	152
23/11/2015	8	Bur2	1	1	1	o	1	80	Woogenellup	S1	24/06/2015	152
23/11/2015	8	Bud	1	1	1	o	o	60	Woogenellup	S1	24/06/2015	152
23/11/2015	9	Early	o	o	1	1	1	60	Denmark	S1	24/06/2015	152
23/11/2015	9	Open	0	0	0	0	0	0	Denmark	S1	24/06/2015	152
23/11/2015	9	Petal	1	1	0	1	1	80	Denmark	S1	24/06/2015	152
23/11/2015	9	Bur1	o	o	1	o	o	20	Denmark	S1	24/06/2015	152
23/11/2015	9	Bur2	1	1	1	1	1	100	Denmark	S1	24/06/2015	152
23/11/2015	9	Bud	o	o	o	o	1	20	Denmark	S1	24/06/2015	152
23/11/2015	10	Early	1	o	1	1	1	80	Monti	S1	24/06/2015	152
23/11/2015	10	Open	0	0	0	0	0	0	Monti	S1	24/06/2015	152
23/11/2015	10	Petal	0	0	0	0	0	0	Monti	S1	24/06/2015	152
23/11/2015	10	Bur1	o	1	1	o	o	40	Monti	S1	24/06/2015	152
23/11/2015	10	Bur2	1	1	1	1	1	100	Monti	S1	24/06/2015	152
23/11/2015	10	Bud	1	1	o	1	1	80	Monti	S1	24/06/2015	152
23/11/2015	11	Early	1	1	1	1	1	100	Narrikup	S1	24/06/2015	152
23/11/2015	11	Open	0	0	0	0	0	0	Narrikup	S1	24/06/2015	152
23/11/2015	11	Petal	o	1	o	o	o	20	Narrikup	S1	24/06/2015	152
23/11/2015	11	Bur1	1	o	1	1	1	80	Narrikup	S1	24/06/2015	152
23/11/2015	11	Bur2	1	1	o	1	1	80	Narrikup	S1	24/06/2015	152
23/11/2015	11	Bud	1	1	1	1	o	80	Narrikup	S1	24/06/2015	152
23/11/2015	12	Early	1	o	1	1	1	80	Leura	S1	24/06/2015	152
23/11/2015	12	Open	0	0	0	0	0	0	Leura	S1	24/06/2015	152
23/11/2015	12	Petal	1	1	1	1	1	100	Leura	S1	24/06/2015	152
23/11/2015	12	Bur1	o	1	1	1	o	60	Leura	S1	24/06/2015	152
23/11/2015	12	Bur2	o	o	o	1	1	40	Leura	S1	24/06/2015	152
23/11/2015	12	Bud	0	0	0	0		0	Leura	S1	24/06/2015	152
23/11/2015	13	Early	1	o	1	1	1	80	Woogenellup	S1	24/06/2015	152
23/11/2015	13	Open	o	1	o	o	o	20	Woogenellup	S1	24/06/2015	152
23/11/2015	13	Petal	1	o	o	1	1	60	Woogenellup	S1	24/06/2015	152
23/11/2015	13	Bur1	1	o	1	o	o	40	Woogenellup	S1	24/06/2015	152
23/11/2015	13	Bur2	o	1	1	1	1	80	Woogenellup	S1	24/06/2015	152
23/11/2015	13	Bud	1	o	o	o	o	20	Woogenellup	S1	24/06/2015	152
23/11/2015	14	Early	1	1	o	1	1	80	Antas 	S1	24/06/2015	152
23/11/2015	14	Open	1	1	o	o	o	40	Antas 	S1	24/06/2015	152
23/11/2015	14	Petal	1	o	1	o	1	60	Antas 	S1	24/06/2015	152
23/11/2015	14	Bur1	o	1	o	1	1	60	Antas 	S1	24/06/2015	152
23/11/2015	14	Bur2	o	o	o	1	1	40	Antas 	S1	24/06/2015	152
23/11/2015	14	Bud	0	0	0	0	0	0	Antas 	S1	24/06/2015	152
23/11/2015	15	Early	o	1	o	1	1	60	Monti	S1	24/06/2015	152
23/11/2015	15	Open	1	1	1	o	o	60	Monti	S1	24/06/2015	152
23/11/2015	15	Petal	o	o	1	o	o	20	Monti	S1	24/06/2015	152
23/11/2015	15	Bur1	1	1	1	1	1	100	Monti	S1	24/06/2015	152
23/11/2015	15	Bur2	1	o	o	o	1	40	Monti	S1	24/06/2015	152
23/11/2015	16	Bud	o	1	1	o	o	40	Narrikup	S1	24/06/2015	152
23/11/2015	16	Early	1	o	o	1	o	40	Narrikup	S1	24/06/2015	152
23/11/2015	16	Open	o	1	1	o	1	60	Narrikup	S1	24/06/2015	152
23/11/2015	16	Petal	1	o	o	1	1	60	Narrikup	S1	24/06/2015	152
23/11/2015	16	Bur1	1	o	o	1		40	Narrikup	S1	24/06/2015	152
23/11/2015	17	Bur2	1	o	1	1	1	80	Denmark	S1	24/06/2015	152
23/11/2015	17	Bud	0	0	0	0	0	0	Denmark	S1	24/06/2015	152
23/11/2015	17	Early	o	1	o	o	o	20	Denmark	S1	24/06/2015	152
23/11/2015	17	Open	1	o	1	o	1	60	Denmark	S1	24/06/2015	152
23/11/2015	17	Petal	1	1	1	1	1	100	Denmark	S1	24/06/2015	152
23/11/2015	17	Bur1	1	1	1	1		80	Denmark	S1	24/06/2015	152
23/11/2015	18	Bur2	1	1	1	o	1	80	Leura	S1	24/06/2015	152
23/11/2015	18	Bud	o	o	1	1	o	40	Leura	S1	24/06/2015	152
23/11/2015	18	Early	o	o	o	1	1	40	Leura	S1	24/06/2015	152
23/11/2015	18	Open	1	1	o	o	1	60	Leura	S1	24/06/2015	152
23/11/2015	18	Petal	o	1	1	1	o	60	Leura	S1	24/06/2015	152
23/11/2015	18	Bur1	0	0	0	0	0	0	Leura	S1	24/06/2015	152
23/11/2015	18	Bur2	0	0	0	0	0	0	Leura	S1	24/06/2015	152
24/11/2015	19	Bud	0	0	0	0	0	0	Narrikup	S2	28/07/2015	119
24/11/2015	19	Early	0	0	0	0	0	0	Narrikup	S2	28/07/2015	119
24/11/2015	19	Open	0	0	0	0	0	0	Narrikup	S2	28/07/2015	119
24/11/2015	19	Petal	0	0	0	0	0	0	Narrikup	S2	28/07/2015	119
24/11/2015	19	Bur1	0	0	0	0	0	0	Narrikup	S2	28/07/2015	119
24/11/2015	19	Bur2	0	0	0	0	0	0	Narrikup	S2	28/07/2015	119
