"AuthorYear" "Location" "Treatcultivar" "VerntoFlower" "SowingDate"
"326" "DearEtal1993" "WaggaWagga" "Woogenellup" 91.60596375 "1986-05-10"
"327" "DearEtal1993" "WaggaWagga" "Esperance" 92.304155 "1986-05-10"
"328" "DearEtal1993" "WaggaWagga" "Enfield" 92.7568425 "1986-05-10"
"329" "DearEtal1993" "WaggaWagga" "GD56" 93.7681675 "1986-05-10"
"330" "DearEtal1993" "WaggaWagga" "Junee" 93.8983425 "1986-05-10"
"331" "DearEtal1993" "WaggaWagga" "MtBarker" 93.8983425 "1986-05-10"
"332" "DearEtal1993" "WaggaWagga" "Trikkala" 93.8983425 "1986-05-10"
"333" "DearEtal1993" "WaggaWagga" "Karridale" 94.10469 "1986-05-10"
"334" "DearEtal1993" "WaggaWagga" "Enfield" 94.1552825 "1986-05-10"
"335" "DearEtal1993" "WaggaWagga" "Clare" 94.1552825 "1986-05-10"
"336" "DearEtal1993" "WaggaWagga" "Woogenellup" 94.4043275 "1986-05-10"
"337" "DearEtal1993" "WaggaWagga" "GD56" 97.780035 "1986-05-10"
"338" "DearEtal1993" "WaggaWagga" "Karridale" 98.1621475 "1986-05-10"
"339" "DearEtal1993" "WaggaWagga" "MtBarker" 98.1621475 "1986-05-10"
"340" "DearEtal1993" "WaggaWagga" "Clare" 99.19693375 "1986-05-10"
"341" "DearEtal1993" "WaggaWagga" "Enfield" 99.57335875 "1986-05-10"
"342" "SheathAndRichardson_1983" "Whatawhata" "Dwalganup" 64.17688625 "1979-05-05"
"343" "SheathAndRichardson_1983" "Whatawhata" "Geraldton" 64.17688625 "1979-05-05"
"344" "SheathAndRichardson_1983" "Whatawhata" "Nungarin" 64.17688625 "1979-05-05"
"345" "SheathAndRichardson_1983" "Whatawhata" "Uniwager" 64.17688625 "1979-05-05"
"346" "SheathAndRichardson_1983" "Whatawhata" "Yarloop" 70.06237875 "1979-05-05"
"347" "SheathAndRichardson_1983" "Whatawhata" "Trikkala" 70.06237875 "1979-05-05"
"348" "SheathAndRichardson_1983" "Whatawhata" "SeatonPark" 70.06237875 "1979-05-05"
"349" "SheathAndRichardson_1983" "Whatawhata" "BacchusM" 70.06237875 "1979-05-05"
"350" "SheathAndRichardson_1983" "Whatawhata" "Woogenellup" 70.06237875 "1979-05-05"
"351" "SheathAndRichardson_1983" "Whatawhata" "Clare" 75.59175 "1979-05-05"
"352" "SheathAndRichardson_1983" "Whatawhata" "MtBarker" 75.59175 "1979-05-05"
"353" "SheathAndRichardson_1983" "Whatawhata" "Howard" 75.59175 "1979-05-05"
"354" "SheathAndRichardson_1983" "Whatawhata" "Larisa" 75.59175 "1979-05-05"
"355" "SheathAndRichardson_1983" "Whatawhata" "Tallarook" 83.56606125 "1979-05-05"
"356" "DoddEtAl_1995" "Whatawhata" "Enfield" 72.041703125 "1989-05-03"
"357" "DoddEtAl_1995" "Whatawhata" "GreenRange" 72.130918125 "1989-05-03"
"358" "DoddEtAl_1995" "Whatawhata" "Meteora" 74.440819375 "1989-05-03"
"359" "DoddEtAl_1995" "Whatawhata" "Karridale" 76.254776875 "1989-05-03"
"360" "DoddEtAl_1995" "Whatawhata" "MtBarker" 76.382551875 "1989-05-03"
"361" "DoddEtAl_1995" "Whatawhata" "Tallarook" 80.856391875 "1989-05-03"
"362" "DoddEtAl_1995" "Whatawhata" "Enfield" 85.98079 "1990-05-01"
"363" "DoddEtAl_1995" "Whatawhata" "Karridale" 89.54180375 "1990-05-01"
"364" "DoddEtAl_1995" "Whatawhata" "MtBarker" 89.79547375 "1990-05-01"
"365" "DoddEtAl_1995" "Whatawhata" "GreenRange" 90.55537375 "1990-05-01"
"366" "DoddEtAl_1995" "Whatawhata" "Meteora" 91.6683975 "1990-05-01"
"367" "DoddEtAl_1995" "Whatawhata" "Tallarook" 92.3060975 "1990-05-01"
"368" "DoddEtAl_1995" "Whatawhata" "Enfield" 63.86691 "1991-05-01"
"369" "DoddEtAl_1995" "Whatawhata" "GreenRange" 66.9401025 "1991-05-01"
"370" "DoddEtAl_1995" "Whatawhata" "Karridale" 72.6656475 "1991-05-01"
"371" "DoddEtAl_1995" "Whatawhata" "MtBarker" 75.9203 "1991-05-01"
"372" "DoddEtAl_1995" "Whatawhata" "Meteora" 82.63829875 "1991-05-01"
"373" "DoddEtAl_1995" "Whatawhata" "Tallarook" 87.20740375 "1991-05-01"
